T1,5453.23007553743,6012.485045449,6612.97244634612,7256.60361247292,7945.32873725061,8681.13670066745
T2,4281.21519560966,4319.08099410023,4349.37364079887,4373.60776448275,4392.99506848981,4408.50491574343
T3,3485.20259101959,3471.8757693704,3458.55479210497,3445.23967658021,3431.93044026415,3418.62710073701
T4,5002.32119030191,5326.88060672128,5660.56265707085,6003.31051466559,6355.06953284798,6715.78709566124
T5,5539.1546376638,5569.76274628543,5588.36791071236,5599.67707547102,5606.5513607288,5610.72990077254
T6,4199.7069575781,4320.26763687444,4436.88848941018,4549.69826557885,4658.82150831389,4764.3786905851
T7,5319.23099860949,5464.45725697684,5605.72241464753,5743.13451212956,5876.79864308553,6006.81703470897
T8,8240.60750029273,10719.1502778318,13942.5592851613,18134.5029414138,23585.7578377341,30674.3269940634
T9,5531.48658562505,5784.11416957672,6041.85667761777,6304.69376997824,6572.60565773731,6845.57307575128
T10,10178.54564454,11004.5640943313,11867.0881927812,12766.4705534139,13703.05579124,14677.180946957
T11,5765.49883517706,6775.56193452279,7762.66473565292,8727.32916169727,9670.06527166482,10591.3715301335
T12,5809.77221374444,6802.28601525949,7953.58841357746,9287.39192226357,10830.7020754553,12614.2409027921
T13,6561.41124922831,7184.24098404521,7850.42565612181,8561.93488034823,9320.78221391782,10129.0251643257
T14,2782.30561710487,2782.30561710487,2782.30561710487,2782.30561710487,2782.30561710487,2782.30561710487
T15,5657.15393859302,5938.3316965925,6219.50945348588,6500.68720927315,6781.8649639543,7063.04271752935
T16,6070.95350802004,6210.33491795455,6345.39841123428,6476.27775321752,6603.10256532635,6725.99845342229
T17,6611.79137522964,7400.46766622365,8027.58512219554,8707.83427607831,9445.71576052439,10246.1113692159
T18,8106.26173238394,8378.09148707785,8649.92124177175,8921.75099646566,9193.58075115956,9465.41050585347
T19,5908.64552459349,6251.75699239504,6599.04513412137,6950.38491928269,7305.65990754766,7664.76135094219
T20,10281.9054357355,11539.2302004629,13360.4526216252,15469.1163229833,17910.5878058772,20737.3937103667
T21,9636.31632993646,10313.6216622163,10990.9269944961,11668.2323267759,12345.5376590558,13022.8429913356
T22,3996.13080824618,4306.83615297881,4641.63143029467,5002.37914466139,5391.0853927846,5809.91090270777
