T1,35662.5523258027,35079.6707230593,35154.9192520496,34796.4775326964,34824.9667821719,34643.2043528426,34642.0650269142,34450.143357832,34306.466248016,34030.5050693926,33786.5385160328,33519.2960528214,33352.4896759139
T2,3499.06070352862,3489.6533912926,3467.63067331331,3439.89807870677,3443.22103505676,3446.98806686347,3447.83342874724,3442.77028459041,3430.38311571378,3411.53310948652,3389.19555579417,3367.47040874355,3350.20485520409
T3,9674.06361203708,9877.89289624715,9857.23539567195,9667.26866830147,9655.05910572758,9852.69225246757,9928.36956352903,9768.36753158293,9669.28535254579,9816.03313570663,9964.1300463228,9871.90798473737,9718.74615877338
T4,2368.36702022204,2511.69368258602,2634.1084426231,2717.19982142775,2767.48780002282,2814.52229954075,2895.56882735593,3036.98837038909,3239.29890199099,3468.35802000542,3658.68429636156,3737.5660035501,3664.24843372505
T5,1635.67265908379,1761.70403995444,1886.29169333079,2029.45144213499,2189.38764071511,2336.32171269468,2419.65679118552,2391.14412625427,2238.60523242647,2000.79306950722,1745.34575486888,1531.52398887126,1390.32992371314
T6,610.318498072726,656.450588252159,691.504317725374,730.310652391397,795.045585724906,898.601672563431,1036.37882893663,1185.03385359413,1303.64405633215,1340.73827899467,1260.21937005917,1080.12219831914,877.728465308195
T7,2571.70210778579,2756.10853607354,3351.73893518467,3725.09335772252,3959.90131191317,4496.60005488087,5124.39386247577,5150.72893506151,4559.13948510407,3895.73164445284,3374.22250244052,2951.55982892726,2647.89574185698
T8,3609.39474745047,4546.60303802027,5624.11616599743,6325.18626856342,6325.98562374758,5847.68351705196,5380.2172552531,5203.31013596663,5226.08500430028,5123.04191498545,4653.45049036831,3917.92105558367,3232.20461698921
T9,8199.26696383195,8620.13533880901,8900.72835485315,9025.11272131605,9074.22403299312,9150.9543195702,9279.18270530542,9362.34040675407,9243.39028571604,8835.54713507271,8211.88981629161,7560.13253203477,7050.9078070811
T10,5129.23074523244,5125.13595352906,5129.29661372719,5127.00187020262,5130.38293264365,5128.14216111225,5130.983607117,5129.08912328086,5131.3965643906,5129.77623948661,5131.67850981146,5130.29548082581,5131.86233192136
T11,357.903233314294,365.490072834347,361.140218881794,362.957173739385,366.581506702198,357.20487095371,337.981719901139,324.962259242089,321.939776472857,318.740921515047,310.636053792777,304.938559174898,306.213045722586
T12,1045.99273080145,1056.30174379816,1063.70232406161,1065.57043084245,1062.01229189109,1055.61100715256,1049.9296988622,1047.5902315991,1048.94601210017,1052.03691834685,1053.82923175467,1052.06034273638,1046.68201318918
T13,2513.13650007864,2492.2619062988,2474.35695719695,2458.98299560068,2445.7702004701,2434.40583151587,2424.62464167743,2416.20111377671,2408.94310870857,2402.68660659275,2397.29137329638,2392.63730133541,2388.62144882021
T14,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786,2436.22457187786
