T1,2031.00765455023,2032.23557944802,2033.4635043458,2034.69142924359,2035.91935414137,2037.14727903915,2038.37520393694,2039.60312883472,2040.83105373251,2042.05897863029,2043.28690352808,2044.51482842586,2045.74275332365,2046.97067822143
T2,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088,2968.76330091088
T3,1118.50375660373,1113.8513713143,1109.58710936295,1105.67859171911,1102.09614055956,1098.81255392134,1095.80289915412,1093.0443236037,1090.51588108922,1088.19837285636,1086.07420179904,1084.12723884254,1082.34270047361,1080.70703648751
T4,1177.25620529701,1143.24572080732,1115.479505727,1092.81112239009,1074.30461721382,1059.19587616473,1046.86107529798,1036.79092372625,1028.56963553741,1021.85776243375,1016.37817827069,1011.90463681119,1008.25243025786,1005.27076286326
T5,5868.11002181273,5867.30653235624,5866.50304289976,5865.69955344327,5864.89606398678,5864.0925745303,5863.28908507381,5862.48559561732,5861.68210616084,5860.87861670435,5860.07512724787,5859.27163779138,5858.46814833489,5857.66465887841
T6,3116.17363726744,3120.01413544705,3123.84328305582,3127.66109474986,3131.46758533354,3135.26276975763,3139.04666311777,3142.81928065266,3146.58063774242,3150.33074990694,3154.06963280424,3157.79730222866,3161.51377410947,3165.21906450899
T7,4742.16429027686,4467.83967671884,5000.76884081109,4959.06959072013,4678.16233261689,4420.87790542195,4570.31998725718,4613.34118690781,4521.83175122831,4384.81257495431,4421.70363083378,4466.19226156751,4453.12913396528,4397.77673974969
T8,1733.10142349812,1734.17444843527,1735.24630759206,1736.31700135566,1737.38653011634,1738.45489426746,1739.52209420548,1740.58813032992,1741.65300304335,1742.71671275139,1743.77925986269,1744.84064478893,1745.90086794476,1746.95992974787
T9,1585.79659694447,1586.80167195955,1587.80711652191,1588.81293066913,1589.8191144388,1590.82566786847,1591.83259099573,1592.83988385812,1593.84754649321,1594.85557893855,1595.86398123167,1596.8727534101,1597.88189551139,1598.89140757306
T10,2618.28535693714,2616.51588188299,2614.78581929117,2613.09429130686,2611.44043962818,2609.82342507066,2608.24242714145,2606.69664362296,2605.18529016582,2603.70759989091,2602.26282300019,2600.85022639629,2599.46909331051,2598.11872293911
T11,2440.96697377308,2442.6761342372,2442.86778135548,2439.55618705706,2441.66235574441,2446.58129289554,2444.6351327311,2440.96697377308,2442.6761342372,2442.86778135548,2439.55618705706,2441.66235574441,2446.58129289554,2444.6351327311
T12,3667.17046750107,3675.8104147973,3678.30298966967,3675.71687896426,3677.44472193698,3681.00075734686,3681.492873274,3685.08184990671,3692.41622593992,3693.68517610269,3689.95552733212,3690.63291849016,3693.2192021983,3692.80805866415
T13,7238.27955204878,7243.61678062479,7248.3038988944,7252.41998144048,7256.03451082268,7259.20853513105,7261.99568723233,7264.44308191218,7266.592105294,7268.47910927947,7270.1360222922,7271.59088629991,7272.86832892788,7273.98997844271
T14,5679.21667802556,5692.09034315511,5713.43097636788,5724.28813880419,5729.68432907392,5745.62193419946,5764.33587266252,5773.06954660035,5781.39660958835,5798.78295159519,5814.72004121158,5822.87009120884,5833.95011145273,5851.44323571579
T15,7976.28164261634,8074.45884937129,8173.80112177687,8274.32177149451,8376.03425641116,8478.95218218099,8583.08930378308,8688.45952709438,8795.07691047866,8902.95566639181,9012.11016300293,9122.55492583195,9234.30463940378,9347.37414891892
T16,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347,3072.88738050347
T17,4034.45729587432,4033.59779549636,4032.79206067307,4032.03672813091,4031.328644984,4030.66485557346,4030.04258912991,4029.45924820792,4028.91239784373,4028.39975539137,4027.91918099448,4027.46866865418,4027.04633785571,4026.65042571884
T18,9533.86416763099,9528.79706760262,9523.73070276211,9518.66507328709,9513.6001793553,9508.53602114457,9503.47259883288,9498.40991259829,9493.34796261897,9488.28674907324,9483.22627213949,9478.16653199624,9473.10752882213,9468.04926279589
T19,2688.72612138329,2694.19372369623,2699.60841962366,2704.9706498274,2710.28085297151,2715.53946568622,2720.74692253332,2725.90365597316,2731.01009633312,2736.06667177756,2741.07380827911,2746.03192959146,2750.94145722338,2755.80281041417
T20,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106,10840.4925698106
T21,2678.08733714243,2683.76738268639,2689.37323466437,2694.90571648187,2700.36564683347,2705.75383957713,2711.07110361505,2716.31824278102,2721.49605573387,2726.60533585707,2731.64687116409,2736.62144420948,2741.52983200536,2746.37280594336
T22,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669,2853.07862883669
T23,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558,1927.06453429558
T24,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428,2545.01776218428
T25,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357,1596.37654134357
T26,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985,2366.5870025985
T27,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668,1719.01020004668
T28,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957,424.694194293957
T29,6415.24764959116,6422.50228856553,6429.76145586019,6437.02515200977,6444.29337754869,6451.56613301115,6458.84341893117,6466.12523584252,6473.41158427882,6480.70246477343,6487.99787785954,6495.29782407011,6502.60230393793,6509.91131799553
T30,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124,610.337826740124
T31,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172,2119.68972953172
T32,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806,1922.54339749806
T33,6737.98668119349,6729.04743875113,6721.33886589476,6714.69153578091,6708.95934663699,6704.01631058809,6699.75378456753,6696.0780824492,6692.90841591871,6690.17511882578,6687.81811599082,6685.78560281165,6684.03290664928,6682.52150496733
T34,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280
T35,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998,1661.9999999998
T36,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344,3780.68548113344
T37,2440.76443034631,2436.11371914761,2431.8930615466,2428.06269027133,2424.58651534949,2421.43178406656,2418.56877236801,2415.97050479752,2413.61250033276,2411.47254172379,2409.53046616096,2407.7679752997,2406.16846285258,2404.71685812388
T38,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456,2294.28567880456
