T1,6790.9152566281,6790.9152566281,6790.9152566281,6790.9152566281,6790.9152566281,6790.9152566281,6790.9152566281,6790.9152566281
T2,7043.12282057385,7043.12282057385,7043.12282057385,7043.12282057385,7043.12282057385,7043.12282057385,7043.12282057385,7043.12282057385
T3,7172.83056741984,7172.83056741984,7172.83056741984,7172.83056741984,7172.83056741984,7172.83056741984,7172.83056741984,7172.83056741984
T4,7663.90742650119,7663.90742650119,7663.90742650119,7663.90742650119,7663.90742650119,7663.90742650119,7663.90742650119,7663.90742650119
T5,1015.66014475302,781.948275936073,1179.03215406929,1329.39763803372,1007.44641014335,799.830409499117,1158.09388206317,1348.94295323662
T6,9784.86783249372,9724.08558681163,9801.22406259884,9852.74347599255,9844.56649196008,9770.17025537547,9834.51745786569,9878.97546153293
T7,3337.50332785277,3337.50332785277,3337.50332785277,3337.50332785277,3337.50332785277,3337.50332785277,3337.50332785277,3337.50332785277
T8,2565.33354532582,2529.04989137074,2547.1955401557,2573.39812986196,2541.50348124804,2502.59697080932,2523.10905080778,2552.02408305286
T9,2486.20632696905,2477.17475523372,2487.96336026491,2509.14212882357,2508.13729902991,2494.83872367883,2502.19053543817,2520.60119104052
T10,2557.24146321257,2561.42039285035,2564.76353882135,2567.43805740679,2569.57767372205,2571.28936793178,2572.65872422558,2573.75421000144
T11,1164.65743784931,1164.03732286761,1154.59491229611,1157.33475079456,1168.67851863854,1167.55671847254,1157.65221205942,1160.0184287491
T12,3108.98098139912,2929.6706551561,3202.99173399758,3399.03060334744,3108.98098139912,2929.6706551561,3202.99173399758,3399.03060334744
T13,1768.22633775022,1782.6839180468,1797.14836012295,1811.61961518827,1826.09763516378,1840.58237266634,1855.07378099347,1869.57181410868
T14,12152.3196763077,12269.7171929184,12387.2028737667,12504.7760132836,12622.4359176161,12740.1819043339,12858.013302145,12975.9294506222
T15,1237.5498652271,1203.2649210137,1274.14053421687,1308.42547843028,1237.5498652271,1203.2649210137,1274.14053421687,1308.42547843028
T16,2158.73225371244,2203.55406828894,2248.37588286543,2293.19769744193,2338.01951201843,2382.84132659493,2427.66314117143,2472.48495574793
T17,2440.06761194169,2458.79344948437,2399.21386448097,2472.36967674715,2458.56831611815,2456.8291944889,2454.06110582832,2474.04810213732
T18,4750.65876164967,4692.86451941898,4915.84093616542,4910.27467298694,4636.60977779803,4601.62519893035,4842.84937304851,4851.88133711247
T19,5662.42439374859,5662.42439374859,5662.42439374859,5662.42439374859,5662.42439374859,5662.42439374859,5662.42439374859,5662.42439374859
T20,6295.77291108101,6295.77291108101,6295.77291108101,6295.77291108101,6295.77291108101,6295.77291108101,6295.77291108101,6295.77291108101
T21,9708.67463139305,9730.96729800077,9843.74728428322,9930.13825994904,9904.35819546487,9887.60958947464,9969.13751618424,10030.5116017091
T22,5121.79970764925,5121.79970764925,5121.79970764925,5121.79970764925,5121.79970764925,5121.79970764925,5121.79970764925,5121.79970764925
T23,5946.69132898648,5850.95912332615,6000.60053721656,6084.97786575806,5974.15868309716,5874.66349454709,6016.91548630959,6099.7709997812
T24,2304.06749727724,2292.34803875123,2331.73760408601,2343.45706261203,2304.06749727724,2292.34803875123,2331.73760408601,2343.45706261203
T25,1358.24783197692,1352.35067548152,1374.56036842193,1380.45752491733,1358.24783197692,1352.35067548152,1374.56036842193,1380.45752491733
T26,7253.02177747237,6325.88136833886,7390.66688922531,8311.70154758266,7241.04541835004,6314.36623835765,7379.59522569805,8301.05627189225
T27,9083.60961702165,8974.81228123792,9188.38735131726,9297.18468710099,9083.60961702165,8974.81228123792,9188.38735131726,9297.18468710099
T28,5037.67850755293,5114.97438250005,5025.51625520215,5007.47919520538,5156.24299396026,5235.33538233529,5143.79803518558,5125.34169574388
T29,1933.86912332951,1928.10675474323,1855.66177412901,1861.42414271529,1933.86912332951,1928.10675474323,1855.66177412901,1861.42414271529
T30,3124.89064890669,3127.08349399086,3072.08868328313,3068.22617697089,3121.74318441603,3124.29769935481,3069.62299962658,3066.04382087919
T31,2482.87742787131,2503.12687171846,2482.48077284938,2463.60014638407,2485.26537088852,2505.43357361438,2484.67438907603,2465.68751226671
T32,4747.3046875946,4731.43744695674,4676.86876593067,4735.7171035509,4833.26688155934,4817.39964092148,4762.83095989541,4821.67929751563
T33,8266.03474004488,8294.7820997915,8323.25708468372,8351.46102362063,8379.39527278064,8407.06121451232,8434.46025625648,8461.59382948062
T34,7203.53422809576,7221.32060160847,7239.10697512118,7256.89334863388,7274.67972214659,7292.4660956593,7310.25246917201,7328.03884268471
T35,10140.7813895788,10278.4593339109,10289.3470186891,10245.3143882835,10328.0720174318,10465.7499617638,10476.637646542,10432.6050161365
T36,9135.70543974783,9207.76394900611,9170.01370657328,9177.43879072324,9294.14713869703,9364.90646216401,9324.06873360131,9329.18980438207
T37,4446.54942593515,4467.09878808507,4487.64815023499,4508.19751238491,4528.74687453483,4549.29623668475,4569.84559883467,4590.39496098459
T38,6365.61422713793,6393.28839423676,6420.51323778605,6447.2954659996,6473.64171083395,6499.55852775133,6525.05239555165,6550.12971626934
T39,5694.43274030147,5833.88109146474,5947.54673726606,5847.93210424821,5776.02347992471,5915.12614439564,6028.18451125681,5926.06200858618
T40,5279.90795023961,5327.1473114134,5298.65161091473,5284.30086271818,5345.22282156623,5391.54397335715,5362.14297184477,5346.89964953525
T41,1906.56623511159,1913.47647206785,1920.27621473404,1926.96722990748,1933.5512561345,1940.03000416218,1946.40515738285,1952.6783722715
T42,2120.13232935537,2138.28022286869,2128.37349536428,2129.32646515038,2158.3340559542,2176.48194946751,2166.57522196311,2167.5281917492
T43,5501.08899829161,5570.97975610541,5547.03364771822,5538.50710235518,5623.81742319313,5693.70818100693,5669.76207261975,5661.23552725671
T44,1286.12936581842,1297.22847186496,1291.5334077501,1291.3716108951,1307.94040974041,1318.91546426182,1312.91910708043,1312.51779230329
T45,1926.39551990182,1934.13901634063,1941.7976600911,1949.37215639582,1956.86321143897,1964.27153207592,1971.59782557289,1978.84279935645
T46,3358.32913715832,3363.26544097995,3368.05721643147,3372.70869511016,3377.22398471779,3381.60707268809,3385.86182970811,3389.99201313633
T47,9765.72465389921,9803.16591720346,9840.21602305484,9876.87905796485,9913.15906575226,9949.06004798914,9984.58596444224,10019.7407335097
T48,1415.81531333997,1425.75331195688,1435.71227349005,1445.6921402299,1455.69285490362,1465.71436066976,1475.75660111298,1485.81952023879
T49,8954.50260168699,9085.86257007779,9049.93727908486,9001.79416691491,9120.93631412869,9252.29628251949,9216.37099152656,9168.22787935661
T50,9414.66743833484,9571.45491245624,9532.83032058311,9504.04336271168,9672.14829298528,9833.15470898476,9793.49088395934,9763.929340582
T51,1483.96617864989,1494.59195475079,1505.29361956352,1516.07171368131,1526.92678153847,1537.85937143747,1548.87003557625,1559.95933007629
T52,5830.11112348623,5845.43014474426,5860.5614939954,5875.50747039321,5890.2703449245,5904.85236075444,5919.25573356736,5933.48265190344
T53,2677.40606578129,2688.7118217127,2700.01757764412,2711.32333357554,2722.62908950696,2733.93484543837,2745.24060136979,2756.54635730121
T54,1662.35128925391,1668.96612051192,1675.55492365534,1682.1178010999,1688.65485485834,1695.16618654199,1701.65189736237,1708.11208813275
T55,6866.14199992517,6880.95802785438,6895.51357985003,6909.81323525771,6923.86149291495,6937.66277256665,6951.22141625554,6964.54168968828
T56,3016.84845244346,3025.19468668232,3033.35433839443,3041.33157868719,3049.13048542165,3056.75504529707,3064.20915588888,3071.49662764106
T57,1472.94581536444,1487.16595129279,1484.55253734311,1484.2224086905,1500.72582991592,1514.94596584426,1512.33255189458,1512.00242324197
T58,7421.96092160114,7440.26389654839,7458.26942536961,7475.98234193458,7493.40740155673,7510.54928226968,7527.41258608321,7544.00184021869
T59,9784.20775842232,9832.17622870378,9880.14469898524,9928.1131692667,9976.08163954817,10024.0501098296,10072.0185801111,10119.9870503925
T60,1432.07150489873,1441.60374788494,1451.13599087116,1460.66823385737,1470.20047684358,1479.7327198298,1489.26496281601,1498.79720580223
T61,2831.98592603902,2842.18791670113,2823.8722948533,2836.46083176575,2855.87754852411,2841.77725451894,2830.63328389216,2847.34246753184
T62,2088.7490525617,2088.7490525617,2088.7490525617,2088.7490525617,2088.7490525617,2088.7490525617,2088.7490525617,2088.7490525617
T63,2895.60516363843,2975.80442323167,3017.39229406176,3017.39229406176,3017.39229406176,3017.39229406176,3017.39229406176,3017.39229406176
T64,3188.04578411588,3220.27955402123,3252.77659598032,3285.53855065215,3318.5670657562,3351.86379608921,3385.43040354206,3419.26855711654
T65,4618.75069613395,4505.50554387914,4530.24623240027,4553.98434888738,4495.60826034826,4471.87014386116,4530.24623240027,4553.98434888738
T66,6276.70596490906,6373.8398719335,6433.54064695654,6491.90469202863,6526.22669416462,6561.24800216171,6580.71031762485,6601.70083297728
T67,10758.3959460306,10758.3959460306,10758.3959460306,10758.3959460306,10758.3959460306,10758.3959460306,10758.3959460306,10758.3959460306
T68,3186.03420464591,3186.03420464591,3186.03420464591,3186.03420464591,3186.03420464591,3186.03420464591,3186.03420464591,3186.03420464591
T69,1093.63434242149,1093.63434242149,1093.63434242149,1093.63434242149,1093.63434242149,1093.63434242149,1093.63434242149,1093.63434242149
T70,10723.4408037916,10756.4735505085,10789.5062972253,10822.5390439421,10855.5717906589,10888.6045373758,10921.6372840926,10954.6700308094
T71,4943.28341335885,4943.28341335885,4943.28341335885,4943.28341335885,4943.28341335885,4943.28341335885,4943.28341335885,4943.28341335885
T72,3916.98767958206,3958.73446703309,4000.48125448412,4042.22804193516,4083.97482938619,4125.72161683722,4167.46840428825,4209.21519173928
T73,5221.26260026507,5260.37160426546,5299.48060826585,5338.58961226624,5377.69861626663,5416.80762026702,5455.9166242674,5495.02562826779
T74,3057.21243695769,3077.33752025465,3097.4626044159,3117.58768943584,3137.71277530891,3157.83786202964,3177.96294959264,3198.08803799256
T75,1608.06971316009,1614.61696273666,1621.16421231324,1627.71146188981,1634.25871146639,1640.80596104296,1647.35321061954,1653.90046019611
