T1,7239.52492740244,7274.71483277032,7308.85455993041,7341.97544952592,7374.10790689601,7405.28142998822
T2,1614.39930315805,1544.86303312976,1491.03919760288,1449.0631650807,1416.12813581782,1390.16044299544
T3,8573.50967997237,8765.2985017778,8957.08732358323,9148.87614538866,9340.66496719409,9532.45378899952
T4,9844.58966982881,10060.9104826872,10277.2312955455,10493.5521084039,10709.8729212623,10926.1937341206
T5,7025.33465511414,7201.64548186165,7379.77783407115,7559.72439689705,7741.4779868858,7925.03154783373
T6,4447.12050594962,4606.93746024331,4772.49778462226,4944.00787959061,5121.68156310384,5305.740337131
T7,4967.71499635712,6796.58105985378,9294.97878160535,12706.6430898822,17363.5387028914,23717.6184007064
T8,2414.78108096897,2406.4984510749,2399.6083272313,2393.87659622468,2389.10850481183,2385.14204237752
T9,2337.39590507371,2359.41226124361,2381.63599625588,2404.06906064765,2426.71342324864,2449.57108007694
T10,2190.51989442649,2200.94791879095,2211.42457409756,2221.95008241788,2232.5246668159,2243.14855135258
T11,1438.76409211252,1449.54609175461,1460.40883120419,1471.35291462397,1482.37895069547,1493.48755265149
T12,2033.02244317619,2076.32360866335,2120.54704173313,2165.71238567632,2211.83970216428,2258.94948015998
T13,5227.06110647465,5403.63726808139,5584.4112054577,5769.42490430614,5958.71846906152,6152.33111362921
T14,5041.0267698084,5118.77775734397,5193.02925386517,5263.87981519387,5331.43236378839,5395.79306946667
T15,5484.8737585096,5654.30290758753,5823.73205666546,5993.16120574339,6162.59035482132,6332.01950389924
T16,2746.59919899703,2785.56590420169,2823.7102322617,2861.03183712155,2897.53175192637,2933.2122970254
T17,3748.52491225918,3815.33275932781,3880.44133010011,3943.84769124788,4005.55314137877,4065.56333986259
T18,3124.39082850933,3159.06739367687,3192.39123256905,3224.39828791555,3255.12523615491,3284.60926747016
T19,3401.09126245203,3716.0335404067,4059.92791639928,4435.41647189089,4845.3806253624,5292.96265275826
T20,6483.57479697564,6575.94550182841,6668.31620668119,6760.68691153397,6853.05761638674,6945.42832123952
T21,9651.73018530018,10162.5985120682,10673.4668388362,11184.3351656043,11695.2034923723,12206.0718191403
T22,3528.96796853965,3628.48386209317,3730.80144234863,3835.999455207,3944.15885618525,4055.36287231224
T23,10749.0418663007,10749.0418663007,10749.0418663007,10749.0418663007,10749.0418663007,10749.0418663007
T24,6609.20264982994,6609.20264982994,6609.20264982994,6609.20264982994,6609.20264982994,6609.20264982994
T25,2568.72534977966,2687.18243262458,2811.10217451606,2940.73649013232,3076.34890571145,3218.2150997573
T26,7646.68964304432,7720.94202568948,7795.91541122798,7871.61683498974,7948.05333207183,8025.23207509918
T27,2036.77419240627,2294.70866395272,2585.30762432064,2912.70764917686,3281.56920324424,3697.14290790901
T28,1897.09049875064,1897.09049875064,1897.09049875064,1897.09049875064,1897.09049875064,1897.09049875064
T29,4427.47738383273,4884.18263438264,5340.88775196389,5797.59273657651,6254.29758822055,6711.00230689603
